id.orig_p,id.resp_p,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,orig_ip_octet1,orig_ip_octet2,orig_ip_octet3,orig_ip_octet4,resp_ip_octet1,resp_ip_octet2,resp_ip_octet3,resp_ip_octet4,proto_tcp,proto_udp,conn_state_REJ,conn_state_RSTO,conn_state_RSTOS0,conn_state_RSTR,conn_state_RSTRH,conn_state_S0,conn_state_S1,conn_state_S2,conn_state_SF,conn_state_SH,history_Ar,history_D,history_D^,history_Dd,history_F,history_Fa,history_HaADdFf,history_HaDdAFTf,history_HaDdAFf,history_HaDdR,history_R,history_S,history_ShA,history_ShADFadfRR,history_ShADadRf,history_ShADadfF,history_ShADadfR,history_ShADafF,history_ShADafdtF,history_ShADafr,history_ShADar,history_ShADdfFa,history_ShADfFa,history_ShADfFr,history_ShADfFrr,history_ShADfaF,history_ShADfrFr,history_ShADr,history_ShAF,history_ShAFr,history_ShAadDfF,history_ShAdDaF,history_ShAdDaFf,history_ShAdDaFfR,history_ShAdDaFfr,history_ShAdDaFr,history_ShAdDaFrR,history_ShAdDaTFf,history_ShAdDafF,history_ShAdDafFr,history_ShAdDafrR,history_ShAdDaftF,history_ShAdDarfR,history_ShAdDatFr,history_ShAdDatFrR,history_ShAdDatfF,history_ShAdDfFa,history_ShAdDfFr,history_ShAdDr,history_ShAdDtafF,history_ShAdDtafFr,history_ShAdFaf,history_ShAdtDaFr,history_ShAfFa,history_ShAfdtDFr,history_ShAr,history_ShrA,history_Sr,history_^aR,history_^r,label_Benign,label_Malicious
0.77992606,0.008274193,-0.016268946,0.03480256,0.06946009,0.021465983,-0.016350312,0.8136019,0.8897304,0.407848,0.34540907,0.61755407,0.54287356,0.3343909,0.44939137,0.99800354,-0.0028957818,-0.03492496,0.010276299,0.008029506,0.032567654,-0.009718875,0.99818176,-0.008857366,-0.013994883,-0.02329206,0.02089716,0.009076369,-0.06980762,-0.030174479,-0.014309674,-0.011208194,0.020491617,0.04359163,0.05019037,0.01744828,0.011451757,0.00405863,0.99772847,-0.050283704,0.000732735,0.008349846,0.028455893,-0.016541798,0.02381716,0.0093286345,-0.032567624,0.030180678,0.040638734,0.019645575,0.031525172,-0.013663738,0.02222266,-0.017290412,0.015605966,0.018879073,-0.021442436,0.0037451608,-0.023073558,0.034188878,0.02455706,-0.045240987,-0.016172105,-0.004556469,-0.014099236,-0.029659983,0.0016135693,-0.004873282,-0.02747731,-0.0122830905,-0.0032658684,0.033704665,-0.0069389,0.02214185,0.008416572,-0.02343931,0.012974558,0.018207194,0.03769809,0.01702699,0.029301252,0.010260072,0.016408386,-0.0021038416,-0.0055339155,0.02934354,0.008992823,-0.0130769685,0.99756783
0.7493393,0.027368192,-0.015398017,0.027399996,0.042668186,0.012102627,-0.016558724,0.7830025,0.86195236,0.39379445,0.33439806,0.52333283,0.5259399,0.29453418,0.320987,0.9955708,-0.025448935,-0.03519056,0.0023806375,0.0027166186,0.024122257,-0.008783796,0.9952744,-0.012006769,-0.013352266,-0.039950684,0.019677768,0.016558604,-0.0689045,-0.025543788,-0.0064116926,0.005181359,0.024308495,0.043853752,0.06652861,0.016106214,0.020191759,0.0054719504,0.9949883,-0.045727957,0.013080369,0.013426918,0.033724047,-0.026709182,0.02888873,0.013639276,-0.027821658,0.03700148,0.034771062,0.01874982,0.032686304,-0.019459559,0.019145835,-0.018404368,0.01203991,0.021316255,-0.015162869,-0.0032029038,-0.0027982357,0.032214407,0.030650308,-0.053048063,-0.01754655,0.003995623,-0.0021772424,-0.019264778,-0.0056372816,-0.0021268118,-0.036785632,-0.016804453,0.003719094,0.03017315,-0.0039617945,0.03458614,0.0077948226,-0.027351681,0.009447088,-0.0024059,0.03808331,0.0010917077,0.037288386,0.00033958082,0.0075214044,0.00022823235,-0.0035466123,0.028616412,0.0019946697,-0.015704341,0.9949792
0.78563315,-0.014860656,-0.0069591147,0.03445621,0.028827926,0.007866512,-0.024714796,0.8067901,0.8837711,0.3939849,0.32899725,0.4388091,0.4482874,0.38105214,0.39031062,0.99595696,-0.0058498,-0.04766004,0.019516107,0.0033860307,0.0026794185,-0.0022103095,0.9959233,-0.017231626,-0.025505977,-0.009230858,0.006144424,0.025290625,-0.04275132,-0.03379098,0.007214173,-0.0060432325,0.016498037,0.028292323,0.041164484,0.021783771,0.0061831116,0.008284578,0.99528384,-0.04008749,0.012214977,0.0031624844,0.027351972,0.006887421,0.023134679,-0.00022876571,-0.024137242,0.024427354,0.041377455,0.02399694,0.04009965,-0.009662393,0.019988101,-0.024698665,0.009093522,0.0169939,-0.017664285,-0.0253585,-0.0059220674,0.02945671,0.021312566,-0.041906636,0.01695375,-0.0055812905,-0.012969312,-0.030290632,-0.011363093,0.0068409983,-0.014794065,-0.011673968,0.005792064,0.019279322,-0.0028840187,0.02324407,0.0065810606,-0.036946118,0.008755536,0.0043969955,0.019228505,0.0058762836,0.02453356,0.010390383,-0.008605573,0.0020052446,-0.013433843,0.005660266,0.012617446,-0.015319194,0.995114
0.84829855,-0.058942527,-0.0024709704,0.036326744,0.01145012,-0.036054034,-0.04768663,0.84564346,0.9197786,0.38576198,0.37176937,0.23440917,0.66986746,0.57129186,-0.06286949,0.99570656,-0.026045337,-0.052072298,0.043153696,-0.015349246,0.03749676,-0.020958444,0.99252456,-0.038376033,-0.04328196,-0.06508847,-0.011027218,0.04991741,-0.066312894,-0.043197628,-0.0074017458,0.016443769,0.033236884,0.060504578,0.078496836,0.034245577,0.026714794,0.0064712022,0.9921693,-0.06011683,0.026564093,0.02305896,0.07547559,-0.01839931,0.021995379,-0.027884375,-0.04330283,0.04604283,0.043278996,0.032985184,0.054551013,-0.046471752,0.008665737,-0.055267878,0.029316615,0.031875387,-0.011072772,-0.039515022,0.000889899,0.063356474,0.04221959,-0.07432759,0.02288284,-0.0051592756,-0.0027040495,-0.02822186,-0.051299017,0.019623594,-0.03751392,-0.017746415,0.024022572,0.03868741,-0.0012537446,0.03500328,0.03302629,-0.038544267,-0.012261381,-0.030450918,0.0455949,0.013245531,0.07206672,-0.019217575,-0.031199222,0.003733038,-0.04766701,0.03204832,-0.004713256,0.017244577,0.9944385
0.803754,-0.024328357,-0.008992289,0.036048554,0.03983171,0.0056612417,-0.021845877,0.8193925,0.9003251,0.38961762,0.3348864,0.4684464,0.51780945,0.39029402,0.23046075,0.9963319,-0.014645267,-0.0467786,0.015825694,0.0026094944,0.02139548,-0.013049773,0.9957105,-0.019715529,-0.024887532,-0.0356527,0.010882553,0.023917638,-0.05823851,-0.035496112,-0.007999202,0.0065150796,0.025421688,0.052210238,0.0648358,0.022289058,0.013765252,0.013074451,0.9952233,-0.050898213,0.011604836,0.011327108,0.034671478,-0.01159338,0.031037232,-0.00069790997,-0.039512653,0.04133364,0.043936912,0.022128174,0.039442826,-0.018166773,0.019690197,-0.029673222,0.01585931,0.026377428,-0.015365322,-0.0126177175,-0.007719525,0.045092136,0.032965474,-0.050902974,-0.0009582116,0.0023374308,-0.009543598,-0.0142200375,-0.018007847,0.0088776685,-0.030299373,-0.013247154,0.0057967715,0.03795929,-0.008003577,0.028865112,0.0121300025,-0.03548948,0.0061878143,-0.0061709015,0.036649145,0.0047300295,0.043359105,7.5641496e-05,-0.0059569865,0.0012566971,-0.013437365,0.026318243,0.0040414664,-0.001058496,0.9955365
0.76708025,0.0021091446,-0.0054588295,0.039139796,0.036154132,0.013147711,-0.02106688,0.7946668,0.8755851,0.38547248,0.32281336,0.49764034,0.39063117,0.28514126,0.40432814,0.9956591,-0.0074103656,-0.03137676,0.009520194,0.0073696086,0.0045543537,-0.0009309757,0.9958433,-0.017571015,-0.013077224,-0.015705803,0.01703266,0.01571275,-0.04334018,-0.027638212,-0.0025813542,-0.008300102,0.013290158,0.03249041,0.04611816,0.024415653,0.0068080937,0.014328558,0.99511164,-0.040847145,0.007470109,0.0056485217,0.02631296,-0.0038521753,0.029783247,0.0066195987,-0.015423834,0.030249838,0.033442263,0.017409898,0.03651525,-0.008642901,0.024516234,-0.018664338,0.011024459,0.013167148,-0.013729687,-0.018955952,-0.006323042,0.036691133,0.021678342,-0.036010273,0.010467116,0.0016418543,-0.00024784583,-0.027017314,-0.006262697,0.0058504906,-0.019202381,-0.014822603,0.005087973,0.023659904,0.0043470706,0.027936928,0.008626308,-0.033574153,0.0043456913,0.002861862,0.026973628,0.001332511,0.024333438,0.0059538917,-0.0009286149,-0.00027407403,-0.00025790406,0.00829087,0.01043372,-0.015592075,0.994814
0.80733496,-0.009423015,-0.015664523,0.03466709,0.041805655,0.0046058823,-0.023953436,0.8205232,0.898758,0.4023738,0.33961508,0.48430037,0.5694893,0.4768787,0.281896,0.9971097,-0.016634833,-0.042042676,0.015742647,0.0094586965,0.01826997,-0.009009052,0.9965939,-0.021193473,-0.017053224,-0.032868963,0.009345372,0.01967074,-0.06725873,-0.02735124,-0.0043898257,-0.0004390372,0.024578996,0.044417463,0.059944257,0.026325123,0.020137178,0.005418458,0.9961044,-0.05598368,0.018202044,0.00867499,0.04283914,-0.012590015,0.025294164,0.005654125,-0.04137618,0.037870053,0.04175152,0.019628882,0.041900758,-0.017171195,0.018382967,-0.023893243,0.016647512,0.018759644,-0.01582143,-0.009183479,-0.009187532,0.04168638,0.024149941,-0.05045616,0.0004488258,-0.004545761,-0.00896602,-0.02770695,-0.015731096,0.0013913612,-0.030681495,-0.010955537,0.003342821,0.030916255,-0.0024822068,0.029936356,0.009144656,-0.027226146,0.01173564,-0.0033860975,0.029986065,0.016359203,0.0326151,0.0051387614,-0.0029952703,-0.0020718512,-0.0119315535,0.02232954,0.0013326526,-0.010297797,0.9964399
0.8018462,-0.009898514,-0.00809261,0.03673021,0.022111746,0.0028003992,-0.034592282,0.81573963,0.89175904,0.39222005,0.34147078,0.4129926,0.46115607,0.3626233,0.33630013,0.99587363,-0.011800199,-0.035595227,0.02254134,0.0021610905,0.003831201,-0.0013364784,0.9955996,-0.019974636,-0.024010511,-0.01593265,0.0071045407,0.024224505,-0.044684634,-0.033423785,0.0013355211,-0.0071649174,0.019234015,0.030374432,0.045108005,0.03160552,0.0023884017,0.009104038,0.99492604,-0.03853627,0.0066171736,0.004748028,0.03613919,0.0035878506,0.025958797,-0.00020950602,-0.020077042,0.0319094,0.03994747,0.021571126,0.043522283,-0.012534422,0.022259098,-0.025186347,0.012835157,0.020648334,-0.015739424,-0.030508412,-0.006347972,0.041392412,0.02027532,-0.04007541,0.024997864,-0.0046620453,-0.005559616,-0.031290177,-0.016982667,0.01324837,-0.017639853,-0.014642667,0.0149261495,0.027669927,0.0048304508,0.025716914,0.008916169,-0.036028776,-0.00053936505,-0.004130201,0.01893826,0.0027700842,0.03367783,0.0048907567,-0.011217933,-0.003833643,-0.015468934,0.0036159707,0.0053819893,-0.017195307,0.9950171
0.7703441,0.0014882254,-0.0063297134,0.038008004,0.03825572,0.015010278,-0.020823367,0.80640703,0.87994444,0.40022424,0.33673543,0.49716946,0.4456293,0.32101983,0.3407255,0.9959514,-0.01111718,-0.03380618,0.011385592,0.0052692867,0.012247544,-0.0036153612,0.99615145,-0.017020373,-0.014251276,-0.014761984,0.013325094,0.019595588,-0.052085012,-0.035819784,-0.0045401803,-0.004201749,0.014532775,0.04042869,0.052030932,0.02397216,0.008212309,0.008015274,0.99554795,-0.04737728,0.009067976,0.0049656383,0.03242564,-0.01200233,0.022825686,0.0077315313,-0.028794581,0.025215913,0.038420185,0.017812429,0.034565344,-0.01611453,0.020107687,-0.020156998,0.015533244,0.018823752,-0.01428577,-0.016007176,-0.009816947,0.03350258,0.025379462,-0.03665829,0.0065223672,-0.0029036163,-0.002294523,-0.029741058,-0.011451849,0.004295269,-0.021165408,-0.014389483,0.0018285818,0.022195287,0.0006896383,0.028639276,0.009451922,-0.033748593,0.004947363,0.008192945,0.025980443,0.008477806,0.026321435,0.010854297,-0.004389996,-0.0032332914,-0.008506848,0.020351494,0.0071200747,-0.01952781,0.99525726
0.82931507,-0.0401514,-0.011060504,0.030574089,0.027669609,-0.0078051724,-0.028359627,0.8319709,0.91393083,0.3887008,0.34146765,0.42053327,0.60512567,0.4238773,0.106696956,0.9963746,-0.028578358,-0.055927515,0.02034281,-0.0042442316,0.039140753,-0.019828796,0.9946785,-0.025085403,-0.03087597,-0.051735725,0.0075156773,0.0297312,-0.07652112,-0.033669684,0.0011975741,0.022448672,0.031710017,0.06329936,0.080261685,0.01932225,0.030750627,0.0072582564,0.9941698,-0.055589363,0.02395364,0.0151229445,0.059442513,-0.020919928,0.026619961,-0.0010021381,-0.057335556,0.051909596,0.05727123,0.020858537,0.043682747,-0.027401606,0.014258303,-0.040440664,0.025278894,0.026213583,-0.02539237,-0.012239124,-0.006640876,0.056366637,0.043019164,-0.06999349,-0.003899425,-0.010346007,-0.009653095,-0.017485462,-0.022535946,0.016026631,-0.03855617,-0.014993458,0.011161165,0.045088485,-0.0091011375,0.028218525,0.0136631075,-0.026141103,0.006607929,-0.012567043,0.04672559,0.021782152,0.047730282,-0.0047027785,-0.003427904,0.0014347634,-0.025438538,0.044941626,-0.0032601564,0.008083024,0.9953208
