id.orig_p,id.resp_p,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,orig_ip_octet1,orig_ip_octet2,orig_ip_octet3,orig_ip_octet4,resp_ip_octet1,resp_ip_octet2,resp_ip_octet3,resp_ip_octet4,proto_tcp,proto_udp,conn_state_REJ,conn_state_RSTO,conn_state_RSTOS0,conn_state_RSTR,conn_state_RSTRH,conn_state_S0,conn_state_S1,conn_state_S2,conn_state_SF,conn_state_SH,history_Ar,history_D,history_D^,history_Dd,history_F,history_Fa,history_HaADdFf,history_HaDdAFTf,history_HaDdAFf,history_HaDdR,history_R,history_S,history_ShA,history_ShADFadfRR,history_ShADadRf,history_ShADadfF,history_ShADadfR,history_ShADafF,history_ShADafdtF,history_ShADafr,history_ShADar,history_ShADdfFa,history_ShADfFa,history_ShADfFr,history_ShADfFrr,history_ShADfaF,history_ShADfrFr,history_ShADr,history_ShAF,history_ShAFr,history_ShAadDfF,history_ShAdDaF,history_ShAdDaFf,history_ShAdDaFfR,history_ShAdDaFfr,history_ShAdDaFr,history_ShAdDaFrR,history_ShAdDaTFf,history_ShAdDafF,history_ShAdDafFr,history_ShAdDafrR,history_ShAdDaftF,history_ShAdDarfR,history_ShAdDatFr,history_ShAdDatFrR,history_ShAdDatfF,history_ShAdDfFa,history_ShAdDfFr,history_ShAdDr,history_ShAdDtafF,history_ShAdDtafFr,history_ShAdFaf,history_ShAdtDaFr,history_ShAfFa,history_ShAfdtDFr,history_ShAr,history_ShrA,history_Sr,history_^aR,history_^r,label_Benign,label_Malicious
0.015875757,2.4318695e-05,1.8179417e-06,0.052968383,0.04389575,0.00037911534,0.012885183,0.7452636,0.79560673,0.35602024,0.33119535,0.5191835,0.9557936,0.324206,0.20387796,2.4437904e-06,0.9999968,2.9802322e-07,0.00019484758,0.07644972,1.2040138e-05,1.5795231e-06,0.007920772,2.115965e-06,7.3462725e-05,0.9571631,0.0023176074,1.2695789e-05,0.9999895,7.5399876e-06,0.6859641,7.015467e-05,0.00023788214,1.1920929e-06,5.364418e-07,3.874302e-06,9.23872e-07,0.0016101897,1.6093254e-06,1.2814999e-06,3.5762787e-07,0.0002862513,0.00022670627,2.9802322e-08,2.259016e-05,0.00015690923,1.9580126e-05,2.9206276e-06,4.8965216e-05,2.3841858e-07,8.6426735e-07,2.0831823e-05,2.3394823e-05,0.00030609965,1.7136335e-05,4.172325e-07,4.082918e-06,7.7039e-05,2.56598e-05,4.339218e-05,8.940697e-08,2.3841858e-07,2.771616e-06,1.013279e-06,1.7285347e-06,1.8775463e-06,2.3841858e-07,1.5676022e-05,4.2915344e-05,5.1915646e-05,2.0682812e-05,0.00012397766,4.9442053e-05,1.31726265e-05,2.8312206e-06,2.682209e-07,6.005168e-05,9.745359e-06,3.8325787e-05,8.821487e-06,0.00039976835,9.021163e-05,2.3573637e-05,1.1920929e-07,0.049744338,4.2259693e-05,1.3113022e-06,1.0,0.0
0.71353734,0.18722051,3.0070543e-05,0.014912993,0.014846057,0.00023320317,0.00032761693,0.80342317,0.8754133,0.39781946,0.32832068,0.50043744,0.8020648,0.6911433,0.7236117,8.445978e-05,0.99993765,3.7282705e-05,0.0013070107,0.00035506487,6.142259e-05,0.0001591444,0.9996909,4.4733286e-05,0.00042033195,0.0003001988,0.0012145042,0.00025957823,0.99988675,0.00035390258,0.00047758222,0.00046551228,0.00033333898,0.0003092587,5.8352947e-05,0.00012660027,0.0001308322,0.00018560886,9.173155e-05,0.00017416477,0.00038975477,0.0009970963,0.0002643764,3.540516e-05,0.00039047003,0.00047177076,0.0009997487,0.00011381507,0.00053951144,0.00015294552,0.00020003319,0.0005789101,0.0006708205,0.00043118,0.00018617511,0.00017473102,0.00012624264,7.9900026e-05,0.00087603927,0.00031134486,4.8846006e-05,0.0003889501,7.0273876e-05,0.00014811754,0.0003951192,7.760525e-05,0.00020137429,0.00018110871,0.0003696382,0.0001578331,0.0004695654,0.0011310577,0.0005056262,0.0003694296,0.0009071231,0.00014740229,0.00020542741,0.00017771125,0.0006723404,0.0002976358,0.0005431473,0.00048968196,0.00012597442,0.0007184446,0.00047057867,0.0002502203,0.00046133995,0.99986833,0.0001142323
0.7862938,0.053530693,0.0004646182,0.040796638,0.04699701,0.0011190176,0.00066170096,0.8023768,0.8712445,0.39679474,0.33268058,0.54750216,0.45025787,0.85051996,0.31111342,0.99978685,0.00017142296,0.00038424134,0.0010457039,0.00024735928,0.0008187592,0.0003399551,0.99992895,0.00074368715,0.00068727136,0.00012776256,0.00059464574,0.00033792853,0.0001745224,0.0018465519,7.221103e-05,0.0004887283,0.0002720058,0.00051021576,0.0005298853,0.00032618642,0.00047788024,0.000910759,0.99983716,0.0015455186,0.0004208088,0.002410829,0.00035834312,0.0007365644,0.0011547208,0.0007433295,0.0040682554,0.0004633367,0.0016725063,0.00060787797,0.0010581017,0.001172781,0.0010289848,0.000806123,0.00031155348,0.0024805665,0.0003774464,0.00071439147,0.0009825528,0.0013037026,0.00041770935,0.00025829673,0.0010132492,0.00030571222,0.0006900728,0.00030875206,0.0011198521,0.00015252829,0.00055134296,0.000346601,0.0015013814,0.002385646,0.0012692809,0.00051406026,0.0017032921,0.0004592538,8.022785e-05,0.00029301643,0.00034803152,0.0012258291,0.00069049,0.00074863434,0.0008199513,0.00055259466,0.0019486845,0.00042754412,0.0004015863,0.00014713407,0.99986696
0.72559154,0.730787,0.00012719631,0.022341758,0.017496109,0.0007362366,0.0005570948,0.795593,0.8594979,0.39833835,0.33257115,0.4884731,0.14430538,0.8181283,0.5209442,0.0003402233,0.9997237,0.0001270771,0.0020265281,0.00062960386,0.00012564659,0.0006389618,0.9999589,0.00011640787,0.0005390346,7.137656e-05,0.0016419888,0.00049588084,0.9994762,0.0011970997,0.00015634298,0.0010706484,0.00042793155,0.00072041154,7.18534e-05,0.00036802888,0.00043147802,0.0003016293,0.00017213821,0.0006183684,0.0005428195,0.0021166503,0.00026267767,0.00035637617,0.001109153,0.00076949596,0.00160712,0.00036802888,0.00046518445,0.0006788671,0.00081169605,0.0013491511,0.0014881194,0.0006708503,0.0005043745,0.00073572993,0.00032657385,0.00024014711,0.001848489,0.0009197593,8.299947e-05,0.00037315488,0.000110685825,0.00047516823,0.0008869767,0.00046166778,0.00033915043,0.00024664402,0.00068315864,0.0006209314,0.002165407,0.00233531,0.003096044,0.00067171454,0.0030261278,0.0006464124,0.00024849176,0.00044834614,0.0014944971,0.00085675716,0.0011447668,0.0007484257,0.0005097091,0.0006519258,0.00019451976,0.00051027536,0.0014955103,0.99991846,7.43866e-05
0.706769,0.7923769,0.00028160214,0.028494686,0.021057487,0.0013284683,0.0011368692,0.7927207,0.8565749,0.39736652,0.33397228,0.44385183,0.3848368,0.8132492,0.7512878,0.0005491078,0.99965763,0.00023540854,0.0045084953,0.0015416145,0.00029310584,0.0007543564,0.9998535,0.00021070242,0.0009099543,0.0002478361,0.003617555,0.001417011,0.99932975,0.0025654435,0.00054967403,0.0017707348,0.0011232495,0.0016362667,0.00023522973,0.0007403493,0.00093728304,0.00096678734,0.00028905272,0.0007326603,0.0017223656,0.0027804077,0.0007597506,0.0005942285,0.0021454394,0.0019331574,0.0030404627,0.00060883164,0.00085639954,0.0012866557,0.002013266,0.00225842,0.002310127,0.0013338327,0.0007556975,0.0014380515,0.000838995,0.00048562884,0.0027108192,0.0013046563,0.00024598837,0.0007838607,0.00028544664,0.0008971393,0.0013127327,0.00047394633,0.0007174313,0.0005042255,0.00171417,0.0008674264,0.0037471652,0.0044101477,0.006293267,0.0011093915,0.005961299,0.00093463063,0.00042051077,0.0010334551,0.0030756593,0.0014957786,0.002334237,0.0018663406,0.00088351965,0.0014406741,0.00063711405,0.0011560023,0.0035299659,0.9999037,0.00010690093
0.6633731,0.036709666,0.0006095171,0.033922076,0.04742074,0.0008890629,0.0008645654,0.80067843,0.86929774,0.39624897,0.33143032,0.26766622,0.115518,0.47358066,0.0865905,0.9996753,0.000310421,0.00033152103,0.0011762679,0.00053319335,0.00065633655,0.00017887354,0.9997676,0.0005491376,0.0025245845,0.0002502501,0.00026899576,0.00027942657,0.00029316545,0.0015170276,0.0001887083,0.00088074803,0.00033053756,0.0003593266,0.00038266182,0.00036919117,0.0009563565,0.0009304285,0.99982685,0.0036867857,0.00022396445,0.0038820505,0.0003477037,0.00057053566,0.0014917552,0.0006739795,0.0017926395,0.00023013353,0.002442211,0.001073122,0.0014978349,0.0013327897,0.0015261471,0.001475811,0.0006733537,0.0029717088,0.000559181,0.001095891,0.0014500618,0.0011249185,0.00018012524,0.0004761219,0.0011515617,0.0004737079,0.0009152293,0.00023466349,0.00041815639,0.00034832954,0.0007684231,0.0012880862,0.0015005767,0.0022856593,0.0014223754,0.0009883344,0.0012753606,8.1300735e-05,0.0001668334,0.0006380677,0.00046485662,0.0027455688,0.002447009,0.00077193975,0.0004324615,0.00018528104,0.0011354387,0.0010799766,0.00010949373,0.00032368302,0.99969804
0.7701217,0.1500108,8.395314e-05,0.01752758,0.021758556,0.00021654367,6.0081482e-05,0.8182195,0.88464427,0.3924477,0.32365686,0.037045807,0.22269037,0.17593458,0.13495415,0.08035776,0.91448057,2.0802021e-05,0.00030496716,5.081296e-05,4.673004e-05,9.23872e-05,0.99999416,6.2048435e-05,0.0006954372,1.0043383e-05,0.00015416741,8.815527e-05,0.89334905,0.00022640824,2.7269125e-05,0.00032922626,0.0001502335,5.5879354e-05,1.2308359e-05,3.7252903e-05,0.00013172626,4.7653913e-05,0.1417006,0.0004644692,0.00015941262,0.0011398792,0.00015091896,1.4722347e-05,0.00036278367,0.00018888712,0.0005027354,8.481741e-05,0.0005093515,0.00035879016,0.00036224723,0.0004554093,0.0002709031,0.0003078282,0.00048148632,0.00044620037,4.0858984e-05,7.596612e-05,0.0018797517,0.00015503168,7.021427e-05,0.00047057867,5.1796436e-05,0.0003875196,0.00023657084,5.64456e-05,5.8233738e-05,0.00019165874,0.00019356608,0.0002567172,0.000246346,0.00055912137,0.00033706427,0.00019532442,0.00033164024,3.7372112e-05,0.00014290214,0.00017046928,0.00017741323,0.0004788339,0.00045481324,0.00016179681,6.812811e-05,0.00016877055,9.524822e-05,0.00026217103,8.523464e-05,0.88778174,0.097002536
0.7989974,0.2633642,0.00066408515,0.03732872,0.04524079,0.0014065206,0.0026384294,0.8042364,0.86171657,0.39733708,0.32511845,0.6624774,0.23515326,0.9104556,0.93969274,0.99995744,1.9818544e-05,0.0004709661,0.004342824,0.00028908253,4.595518e-05,0.002097398,0.99999255,0.003488928,0.0006240308,3.6537647e-05,0.0021103323,0.0016035736,2.4527311e-05,0.008026004,1.3411045e-05,0.0018079579,0.00017824769,0.0015184283,0.00011500716,0.0015284717,0.0014330447,0.00039625168,0.99975646,0.00067293644,0.0013082623,0.0013422668,0.00022441149,0.0045588017,0.0067217946,0.0048728585,0.0037031472,0.0006247163,0.00043913722,0.003565073,0.0016022027,0.002334863,0.001021713,0.0015209913,0.00044441223,0.004099399,0.0014871359,0.0007788837,0.0023274422,0.0014544427,0.00039446354,6.5863132e-06,0.00043702126,0.0009138584,0.0003322065,0.0002734959,0.00054976344,0.00016409159,0.0019629896,0.00080290437,0.00445503,0.007943183,0.0019728541,2.1070242e-05,0.0040703416,0.0050581396,8.112192e-05,0.0013173819,0.000744611,0.0039316416,0.0027939081,0.003946036,0.005479634,0.00032293797,0.0012401938,0.0014297664,0.0012463927,0.99994224,6.8217516e-05
0.52365214,0.020627975,0.00050634146,0.037925065,0.06121984,0.0025839508,0.0033757687,0.7952308,0.8636606,0.39831764,0.33145612,0.65538454,0.8063271,0.9137242,0.54323506,0.9999648,4.541874e-05,0.0008363724,0.004561633,0.0138019025,0.005627513,0.00014287233,0.991928,0.00086542964,0.0021371245,0.003890276,0.0009022951,0.0008004904,2.8669834e-05,0.002563715,0.0032123327,0.0007520318,0.0011590123,0.0016290545,0.0015478432,0.0016266704,0.0015282035,0.01906979,0.9999801,0.0013737082,0.0010771155,0.0016712844,0.0019157827,0.0006316304,0.0022451878,0.0020759106,0.0052624643,0.00012087822,0.0040504634,0.00073316693,0.0017374754,0.0012154877,0.002425462,0.0022600293,0.0007594228,0.0033195317,0.0015697181,0.0042476654,0.0011928082,0.0014878213,0.00020220876,0.00030508637,0.0040945113,0.00021341443,0.0016310215,0.00012934208,0.0007303059,0.00039574504,0.0019836128,0.0006979108,0.0019468963,0.005144894,0.0036117733,0.0016723573,0.0025797188,0.00010612607,0.0005466342,0.0009717941,0.0010512769,0.0030483305,0.006985247,0.0019433498,0.0008537173,0.00046500564,0.005064398,0.0014084876,0.00024729967,2.0682812e-05,0.9999821
0.7425031,0.93818575,3.2663345e-05,0.009525627,0.008356035,0.00039833784,0.00014212728,0.78312385,0.8533537,0.39619792,0.32778704,0.10073602,0.043640316,0.9938047,0.7423694,0.00028651953,0.9998237,3.0517578e-05,0.0005812943,0.0010344982,2.4914742e-05,7.292628e-05,0.99998355,7.1823597e-06,5.567074e-05,5.939603e-05,0.00043800473,0.00021526217,0.99950373,0.0002105236,0.00015836954,0.00023066998,0.00029975176,8.356571e-05,8.165836e-06,7.7962875e-05,6.300211e-05,0.00027248263,7.584691e-05,2.6196241e-05,0.00020033121,0.0002464056,5.096197e-05,0.000112086535,0.0001758039,0.00017485023,0.00030708313,3.582239e-05,6.4373016e-05,8.1926584e-05,0.0003452003,0.00024858117,0.00019702315,0.00015413761,7.173419e-05,0.00021642447,8.684397e-05,5.286932e-05,0.00034692883,0.00012773275,2.7179718e-05,3.1977892e-05,1.4334917e-05,9.346008e-05,0.00021356344,3.528595e-05,1.3619661e-05,1.8775463e-05,0.00014683604,0.00016999245,0.00074729323,0.0009469688,0.0037531555,8.293986e-05,0.00072175264,0.00027021766,2.4557114e-05,8.183718e-05,0.00046494603,8.3357096e-05,0.0020509958,0.00016972423,0.00011879206,5.3614378e-05,6.124377e-05,0.00010102987,0.00047412515,0.99998856,1.6182661e-05
